8 16 0 1142 2352 0 0
24 15 15.202795
33 67 29.615162
59 37 13.982055
80 4 45.617542
15 93 29.868465
88 57 8.952605
26 77 4.281747
78 51 23.215430
0 1 7.238990 7.238990
0 3 14.740440 14.740440
0 4 36.440626 36.440626
0 5 1.861629 1.861629
1 2 36.355174 36.355174
1 4 45.797601 45.797601
1 5 20.940275 20.940275
2 4 30.234687 30.234687
2 5 21.366008 21.366008
2 6 33.524583 33.524583
3 4 44.438002 44.438002
3 5 35.959960 35.959960
3 6 43.350017 43.350017
4 6 12.118900 12.118900
5 6 5.375835 5.375835
5 7 34.792627 34.792627
