9 23 0 7550 3822 0 0
14 57 23.891415
11 81 31.554613
99 64 37.330241
77 46 45.426801
80 74 2.916044
62 34 20.049135
84 51 10.538041
58 51 15.419477
84 11 26.523637
0 1 37.508774 37.508774
0 2 17.520676 17.520676
0 4 38.282418 38.282418
0 5 24.329356 24.329356
0 6 25.266274 25.266274
0 7 6.424146 6.424146
0 8 8.743553 8.743553
1 3 13.051241 13.051241
1 5 16.956084 16.956084
1 6 3.634754 3.634754
1 8 38.048952 38.048952
2 7 25.106052 25.106052
3 4 21.926023 21.926023
3 5 40.052492 40.052492
3 7 34.887234 34.887234
3 8 7.599109 7.599109
4 5 30.643635 30.643635
4 6 48.019349 48.019349
5 6 9.447005 9.447005
5 7 5.046236 5.046236
5 8 20.799890 20.799890
6 8 26.297800 26.297800
7 8 3.396710 3.396710
