8 14 0 6114 1008 0 0
90 19 6.303598
26 86 42.303232
75 71 12.266915
7 56 31.119724
85 18 12.218085
51 83 11.342204
8 45 31.270791
40 23 23.818171
0 1 28.185369 28.185369
0 2 40.992462 40.992462
0 3 46.723838 46.723838
1 2 7.206946 7.206946
1 3 11.445967 11.445967
1 4 27.756584 27.756584
1 6 21.425520 21.425520
1 7 39.808344 39.808344
2 5 13.057344 13.057344
3 5 41.950743 41.950743
3 7 23.865474 23.865474
4 6 34.640034 34.640034
5 6 16.588336 16.588336
6 7 35.425886 35.425886
