9 22 0 5280 1005 0 0
12 1 6.946013
22 59 15.805536
94 12 13.057344
30 2 28.577532
26 95 16.512040
43 34 9.141820
75 69 0.566118
65 87 21.198157
85 91 38.920255
0 1 35.276345 35.276345
0 3 44.332713 44.332713
0 4 41.982788 41.982788
0 5 20.061342 20.061342
0 6 40.946684 40.946684
0 7 24.802393 24.802393
0 8 36.851100 36.851100
1 4 48.577837 48.577837
1 6 17.265847 17.265847
1 7 39.390240 39.390240
1 8 16.850795 16.850795
2 3 49.410993 49.410993
2 4 7.519761 7.519761
2 7 14.365062 14.365062
3 5 32.934050 32.934050
3 7 5.989257 5.989257
3 8 37.659841 37.659841
4 5 16.078677 16.078677
4 7 25.844600 25.844600
5 7 30.329295 30.329295
5 8 25.179296 25.179296
6 7 38.291574 38.291574
