8 15 0 5680 1197 0 0
27 18 32.921842
80 99 15.523240
44 65 23.810541
98 39 44.596698
59 44 21.843623
39 84 17.026276
70 96 11.081271
54 3 49.392682
0 1 2.273629 2.273629
0 3 44.320505 44.320505
0 5 0.915555 0.915555
1 2 38.100833 38.100833
1 3 5.946532 5.946532
1 5 8.641316 8.641316
1 7 34.099857 34.099857
2 3 17.482528 17.482528
2 4 3.076266 3.076266
2 7 35.926389 35.926389
3 5 2.801599 2.801599
3 6 39.214759 39.214759
3 7 33.245338 33.245338
5 6 29.580065 29.580065
5 7 47.001556 47.001556
