9 18 0 2114 342 0 0
3 34 27.819147
62 75 14.128544
57 13 36.860256
43 12 13.023774
34 14 17.197180
25 77 43.516343
29 45 32.085635
18 14 34.644612
50 63 20.880764
0 1 6.076235 6.076235
0 2 26.552629 26.552629
0 3 0.944548 0.944548
0 5 11.815241 11.815241
1 2 14.242988 14.242988
1 7 38.840907 38.840907
1 8 25.827815 25.827815
2 4 49.136326 49.136326
2 5 29.320658 29.320658
2 6 19.682913 19.682913
2 7 31.376080 31.376080
2 8 7.135228 7.135228
3 6 6.616413 6.616413
4 6 41.061129 41.061129
4 7 33.468123 33.468123
5 7 7.757805 7.757805
6 7 45.298624 45.298624
6 8 44.579913 44.579913
