8 14 0 9700 1210 0 0
34 85 23.651845
87 68 27.918332
40 2 18.054750
42 89 26.119266
83 78 45.554979
71 34 48.075808
82 59 19.464705
80 28 17.909787
0 3 6.961272 6.961272
0 4 29.609058 29.609058
0 7 24.513993 24.513993
1 2 25.756096 25.756096
1 3 10.275582 10.275582
1 4 7.686087 7.686087
1 5 22.899564 22.899564
1 6 17.896054 17.896054
2 3 40.321055 40.321055
2 6 13.768426 13.768426
2 7 25.891903 25.891903
3 4 26.230659 26.230659
3 7 36.263619 36.263619
6 7 20.635090 20.635090
