8 15 0 2085 289 0 0
40 74 1.928770
73 42 11.922056
62 22 40.472121
83 40 23.139134
22 87 25.234230
23 33 36.431471
91 15 36.866359
9 48 39.916684
0 1 31.008332 31.008332
0 3 39.620655 39.620655
0 7 49.810785 49.810785
1 2 21.086764 21.086764
1 7 18.185980 18.185980
2 3 11.259804 11.259804
2 4 33.422346 33.422346
2 5 34.134953 34.134953
2 6 40.264595 40.264595
3 4 39.770196 39.770196
3 6 20.728172 20.728172
3 7 33.594775 33.594775
4 6 39.265114 39.265114
4 7 11.177404 11.177404
5 6 20.728172 20.728172
