9 18 0 9566 1441 0 0
69 38 14.474929
49 37 28.510392
41 37 22.661519
6 64 47.776727
71 67 35.360271
79 32 8.984649
99 32 29.592273
67 84 10.368664
65 7 0.080874
0 2 4.835658 4.835658
0 3 14.877773 14.877773
0 5 35.598315 35.598315
0 6 7.481613 7.481613
0 7 39.297159 39.297159
0 8 20.255135 20.255135
1 5 22.631001 22.631001
2 3 9.533982 9.533982
2 4 42.876980 42.876980
2 5 46.328623 46.328623
2 6 14.561907 14.561907
2 7 12.704855 12.704855
3 8 21.539964 21.539964
4 6 29.696036 29.696036
4 7 19.176305 19.176305
4 8 12.973418 12.973418
5 7 14.687033 14.687033
7 8 47.088534 47.088534
