8 15 0 6472 992 0 0
50 4 33.358257
90 12 45.847957
55 96 37.052522
30 59 12.695700
20 41 16.536454
85 74 19.063387
34 67 35.717338
6 65 37.368389
0 2 20.603046 20.603046
0 4 27.047029 27.047029
0 5 0.689718 0.689718
1 2 30.817591 30.817591
1 3 49.504074 49.504074
2 3 24.430067 24.430067
2 4 15.005951 15.005951
2 7 29.018525 29.018525
3 4 37.289041 37.289041
3 5 3.146458 3.146458
3 6 37.279885 37.279885
3 7 27.813044 27.813044
4 5 24.350719 24.350719
4 6 20.154424 20.154424
5 6 18.466750 18.466750
