8 15 0 6233 538 0 0
98 95 24.092837
63 56 14.076662
58 89 49.485763
3 44 33.748894
89 5 45.048372
94 9 16.553240
36 25 26.354259
45 71 28.096866
0 2 12.094485 12.094485
0 6 27.605518 27.605518
0 7 6.152532 6.152532
1 2 29.357280 29.357280
1 4 0.700400 0.700400
1 5 24.597919 24.597919
1 6 46.739097 46.739097
2 4 29.407636 29.407636
2 5 12.228767 12.228767
2 6 6.993316 6.993316
2 7 46.617023 46.617023
3 5 40.873440 40.873440
3 6 14.661092 14.661092
4 6 18.984039 18.984039
5 6 26.554155 26.554155
