8 15 0 7366 1028 0 0
2 42 24.800867
75 29 26.767785
41 63 35.863826
47 89 16.125980
6 57 38.853114
96 22 19.840083
70 55 20.389416
99 96 49.284341
0 3 45.516831 45.516831
0 4 12.288278 12.288278
0 5 33.111057 33.111057
0 7 13.240455 13.240455
1 2 0.065615 0.065615
1 4 24.967193 24.967193
1 5 33.550523 33.550523
2 6 37.334819 37.334819
2 7 28.087710 28.087710
3 4 15.358440 15.358440
3 5 4.799036 4.799036
3 6 16.005432 16.005432
3 7 43.337809 43.337809
4 5 7.464827 7.464827
5 7 43.182165 43.182165
