8 15 0 7914 115 0 0
97 89 34.656819
19 86 29.505295
22 6 0.172430
43 74 43.147069
22 44 35.195471
9 78 17.055269
62 84 39.269692
60 87 35.348064
0 1 22.486038 22.486038
0 3 27.962584 27.962584
0 4 6.946013 6.946013
0 5 9.401227 9.401227
0 6 25.785089 25.785089
0 7 26.046022 26.046022
1 2 14.592425 14.592425
1 3 7.228309 7.228309
1 6 41.007721 41.007721
1 7 21.051668 21.051668
2 3 9.758293 9.758293
4 5 21.918394 21.918394
4 6 5.040132 5.040132
5 7 18.900113 18.900113
6 7 2.073733 2.073733
