9 15 0 7333 831 0 0
91 44 11.517685
32 37 5.362102
46 80 49.066134
54 8 47.270119
43 81 15.897092
7 6 2.439955
86 25 27.814570
12 57 40.346995
30 42 23.157445
0 3 30.660421 30.660421
0 4 36.339915 36.339915
1 2 25.260170 25.260170
1 3 0.151067 0.151067
1 4 9.575182 9.575182
1 6 26.761681 26.761681
2 3 25.919370 25.919370
2 6 24.236274 24.236274
2 8 34.615619 34.615619
3 4 6.210517 6.210517
3 5 35.229041 35.229041
3 6 1.678518 1.678518
4 6 5.409406 5.409406
5 8 13.306070 13.306070
7 8 13.032929 13.032929
