9 18 0 3480 986 0 0
8 2 0.033570
30 62 35.128330
71 79 39.742729
21 44 22.962127
58 76 15.498825
6 48 31.141087
51 4 1.933348
71 90 15.088351
87 2 24.373608
0 1 26.735740 26.735740
0 3 46.368297 46.368297
0 4 42.832728 42.832728
0 5 5.677969 5.677969
0 7 35.409101 35.409101
1 2 24.108097 24.108097
1 3 3.648488 3.648488
1 4 9.208960 9.208960
1 6 46.496475 46.496475
1 7 20.488601 20.488601
2 3 44.122135 44.122135
2 5 37.043367 37.043367
3 5 36.295663 36.295663
3 6 22.635578 22.635578
3 7 5.365154 5.365154
5 7 19.557787 19.557787
6 8 24.164556 24.164556
7 8 45.767083 45.767083
